key,scouter,match,alliance,team,robot_move_in_auto,a-stop_activated,total_fuel_scored,speed_to_shoot_fuel,accuracy_to_shoot_fuel,number_of_fuel_scored,duirng_inactive_did_collect,during_inactive_did_pass,collect_from_alliance_zone,collect_from_neutral_zone,travel_over_bump,travel_under_trench,was_intake_good,defensive_whole_game,shot_from_same_position,grade_robot's_performance,result_of_match,energized_ranking_point,supercharged_ranking_point,traversal_ranking_point,total_points_scored,comments
31.Blue 3,Gianmarco D'Angelo  ,31,b3,564,1,-1,1,2,3,5,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,Hello World!
31.Red 1,Carter Silva ,31,r1,1559,0,0,1,1,3,5,1,0,0,1,1,1,1,0,1,3,0,0,1,1,0,Hello World!
31.Red 2,Mason Silva ,31,r2,639,0,0,1,3,3,3,1,1,1,0,1,0,0,1,0,3,1,1,1,1,1,Hello World!
31.Red 3,Caitlin Munier ,31,r3,191,0,0,1,3,3,1,1,1,1,0,0,1,0,0,0,4,0,1,0,1,1,Hello World!
32.Blue 1,Madison DeCicca ,32,b1,1518,1,1,5,1,1,4,1,1,1,1,0,0,1,1,1,4,-1,0,0,0,0,Hello World!
32.Blue 2,Kai  Wilbur ,32,b2,4253,1,0,1,3,3,3,1,1,1,1,1,0,1,1,1,-1,0,0,1,1,1,Hello World!
32.Blue 3,Nicholas Munier ,32,b3,1585,1,-1,5,1,3,2,1,1,0,0,1,0,0,1,0,1,-1,1,0,0,0,Hello World!
32.Red 1,Dean Blanchard ,32,r1,271,1,-1,1,1,2,1,1,0,0,1,1,0,1,0,0,2,0,0,1,1,1,Hello World!
32.Red 2,Matthew Mazzota ,32,r2,5590,0,1,3,3,3,5,1,1,0,1,1,0,1,1,0,3,1,0,0,0,1,Hello World!
32.Red 3,Eli Harrison ,32,r3,10922,1,1,2,2,1,1,0,0,0,0,0,1,1,0,1,3,1,0,0,1,1,Hello World!
33.Blue 1,Eli Harrison ,33,b1,3181,0,1,1,3,1,2,0,1,1,1,0,1,1,0,1,-1,1,1,1,0,0,Hello World!
33.Blue 2,Colby Jackson ,33,b2,3838,1,-1,3,1,1,2,1,0,1,0,1,1,0,0,0,3,-1,0,0,1,0,Hello World!
33.Blue 3,Dean Blanchard ,33,b3,810,1,0,3,3,2,5,0,1,1,0,0,1,1,0,1,2,1,1,1,0,0,Hello World!
33.Red 1,Jonah Woika ,33,r1,3044,0,0,5,2,2,5,1,1,1,1,0,1,0,1,0,2,-1,1,1,0,0,Hello World!
33.Red 2,Amanah Obaji ,33,r2,424,0,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,Hello World!
33.Red 3,Nicholas Munier ,33,r3,1511,1,1,5,2,3,1,1,0,1,0,1,0,1,1,0,-1,0,1,1,1,1,Hello World!
34.Blue 1,Jonah Woika ,34,b1,1468,0,0,1,2,1,4,0,1,0,0,1,1,1,1,1,4,-1,1,1,1,1,Hello World!
34.Blue 2,Matthew Mazzota ,34,b2,4458,1,-1,2,2,2,3,1,0,1,0,0,1,0,1,1,2,-1,1,0,0,0,Hello World!
34.Blue 3,Eli Harrison ,34,b3,8503,1,-1,4,2,2,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,Hello World!
34.Red 1,Amanah Obaji ,34,r1,2340,0,0,3,2,2,1,0,1,0,1,1,1,1,0,1,4,0,0,0,0,1,Hello World!
34.Red 2,Celton Norter ,34,r2,10223,1,0,4,2,1,2,1,1,0,1,1,1,0,1,1,2,1,0,1,1,1,Hello World!
34.Red 3,Andrew Crawford  ,34,r3,9016,1,-1,3,1,1,3,0,1,1,1,0,1,0,1,1,2,1,0,0,1,0,Hello World!
35.Blue 1,Ethan Stiffler ,35,b1,694,0,1,3,3,2,2,1,1,0,1,0,0,0,1,0,-1,0,0,1,1,1,Hello World!
35.Blue 2,Andrew Crawford  ,35,b2,6423,1,1,2,1,2,5,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,Hello World!
35.Blue 3,Madison DeCicca ,35,b3,1056,0,0,4,1,1,5,0,1,1,1,0,1,1,0,0,1,-1,1,0,0,1,Hello World!
35.Red 1,Domenic Giammusso ,35,r1,48,0,0,4,3,1,4,1,0,0,1,0,0,0,0,1,-1,1,1,1,1,1,Hello World!
35.Red 2,Nicholas Munier ,35,r2,378,0,-1,1,3,3,5,1,1,0,1,0,1,0,0,1,3,0,0,0,1,1,Hello World!
35.Red 3,Runa Hunt ,35,r3,1591,1,1,1,3,3,2,0,0,0,0,1,0,0,1,0,2,-1,0,1,1,0,Hello World!
36.Blue 1,Eli Harrison ,36,b1,340,1,1,2,3,3,2,0,1,0,0,0,1,0,0,0,3,1,0,1,1,1,Hello World!
36.Blue 2,Ruth Christensen ,36,b2,3173,0,0,1,2,1,2,0,1,0,0,0,0,1,0,1,2,1,0,1,0,0,Hello World!
36.Blue 3,Caitlin Munier ,36,b3,3799,0,-1,4,1,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,Hello World!
36.Red 1,Jonah Woika ,36,r1,1507,0,1,3,3,2,3,0,0,0,0,0,1,0,0,1,-1,1,0,0,0,1,Hello World!
36.Red 2,Nicholas Munier ,36,r2,353,1,-1,2,2,1,2,0,0,1,1,0,0,0,0,1,2,0,0,1,0,0,Hello World!
36.Red 3,Colby Jackson ,36,r3,5528,1,1,5,2,1,5,1,0,0,0,1,0,1,1,1,4,0,1,0,0,1,Hello World!
37.Blue 1,Colby Jackson ,37,b1,6868,0,0,1,2,2,1,1,0,0,0,0,1,1,1,1,-1,-1,0,1,0,1,Hello World!
37.Blue 2,Matthew Mazzota ,37,b2,4930,0,0,3,2,1,4,1,1,1,1,1,1,0,1,1,4,-1,0,0,1,1,Hello World!
37.Blue 3,Eli Harrison ,37,b3,4093,1,0,1,2,3,2,1,1,1,1,1,1,1,1,0,3,0,0,0,1,1,Hello World!
37.Red 1,Connor Rapp ,37,r1,432,0,-1,1,3,2,5,0,0,0,1,1,1,0,0,0,4,-1,1,1,1,0,Hello World!
37.Red 2,Jonah Woika ,37,r2,7030,1,0,3,2,2,4,0,0,0,0,1,1,0,0,1,-1,-1,0,0,0,1,Hello World!
37.Red 3,Carter Silva ,37,r3,325,0,1,4,1,1,4,0,1,1,1,0,1,1,0,1,3,-1,0,0,0,0,Hello World!
38.Blue 1,Ruth Christensen ,38,b1,3015,0,1,1,1,2,5,1,1,0,1,1,1,1,1,0,2,0,1,0,0,0,Hello World!
38.Blue 2,Nathan DeVito ,38,b2,1559,0,-1,3,1,2,2,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,Hello World!
38.Blue 3,Vaishu Das ,38,b3,1787,0,-1,4,3,2,5,0,1,0,1,1,1,0,1,1,4,-1,0,1,1,1,Hello World!
38.Red 1,Caitlin Munier ,38,r1,10922,0,1,2,2,3,3,0,1,1,1,0,0,1,1,0,1,-1,0,1,0,0,Hello World!
38.Red 2,Runa Hunt ,38,r2,3951,1,1,3,2,1,2,1,1,0,1,1,1,1,1,0,-1,0,1,1,0,1,Hello World!
38.Red 3,Domenic Giammusso ,38,r3,1585,0,0,2,1,1,4,1,0,1,1,1,0,0,1,0,1,-1,1,1,0,1,Hello World!
39.Blue 1,Dean Blanchard ,39,b1,578,0,-1,1,1,3,1,0,0,0,1,0,1,1,1,0,2,1,1,1,0,1,Hello World!
39.Blue 2,Matthew Mazzota ,39,b2,1781,1,1,5,1,3,2,1,0,0,1,0,0,1,0,0,-1,-1,0,1,1,0,Hello World!
39.Blue 3,Vaishu Das ,39,b3,144,0,-1,2,2,2,3,1,1,1,1,1,0,0,0,1,3,1,1,0,1,1,Hello World!
39.Red 1,Matthew Mazzota ,39,r1,191,0,-1,1,2,3,2,0,0,1,0,1,1,0,1,0,4,-1,1,0,0,0,Hello World!
39.Red 2,Madison DeCicca ,39,r2,1511,0,1,2,1,2,3,0,0,1,1,0,0,0,0,1,-1,0,1,0,1,1,Hello World!
39.Red 3,Mason Silva ,39,r3,271,1,-1,3,3,2,5,0,1,0,1,1,0,1,1,0,4,1,0,1,0,0,Hello World!
40.Blue 1,Nathan DeVito ,40,b1,4253,0,0,1,1,1,5,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,Hello World!
40.Blue 2,Autumn Schoenfeld ,40,b2,3044,1,1,1,3,3,5,0,0,0,0,1,1,0,1,1,3,-1,0,1,0,0,Hello World!
40.Blue 3,Arthur Sayre ,40,b3,2340,0,1,2,3,3,1,1,1,1,0,1,1,0,1,1,2,-1,1,0,0,0,Hello World!
40.Red 1,Dean Blanchard ,40,r1,3003,1,-1,4,2,2,1,1,1,0,1,0,1,0,1,0,1,-1,1,1,0,0,Hello World!
40.Red 2,Runa Hunt ,40,r2,20,0,1,3,1,2,1,0,1,1,1,1,0,0,0,0,4,-1,1,0,0,1,Hello World!
40.Red 3,Andrew Crawford  ,40,r3,9016,0,-1,3,2,2,1,0,0,0,0,0,0,1,1,0,1,-1,1,1,0,0,Hello World!
41.Blue 1,Arthur Sayre ,41,b1,2228,1,0,1,3,1,1,0,0,1,0,0,1,1,1,0,3,-1,0,0,0,1,Hello World!
41.Blue 2,Vaishu Das ,41,b2,9767,1,0,3,3,3,4,0,0,0,0,0,0,1,0,1,3,1,0,0,0,1,Hello World!
41.Blue 3,Caitlin Munier ,41,b3,48,1,1,4,2,1,3,0,0,1,1,0,0,0,1,1,3,0,0,1,1,1,Hello World!
41.Red 1,Kai  Wilbur ,41,r1,3838,0,1,5,1,3,3,1,1,0,0,0,1,1,0,1,3,0,0,0,0,1,Hello World!
41.Red 2,Rachel Case ,41,r2,1468,0,1,1,1,1,4,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,Hello World!
41.Red 3,Ethan Stiffler ,41,r3,5590,0,-1,1,3,1,1,1,0,0,1,0,0,1,1,1,-1,0,1,0,1,0,Hello World!
42.Blue 1,Caitlin Munier ,42,b1,424,1,0,4,3,1,4,1,0,0,1,1,1,1,1,1,-1,0,1,1,0,1,Hello World!
42.Blue 2,Andrew Crawford  ,42,b2,340,1,0,4,1,1,5,1,0,1,0,1,0,1,0,0,4,-1,1,1,1,0,Hello World!
42.Blue 3,Colby Jackson ,42,b3,4458,1,-1,2,3,3,5,1,1,1,0,1,1,1,1,1,-1,1,1,0,1,1,Hello World!
42.Red 1,Jonah Woika ,42,r1,1450,1,1,3,1,2,4,0,0,0,0,1,1,1,0,1,4,-1,0,0,1,0,Hello World!
42.Red 2,Vaishu Das ,42,r2,564,1,0,4,3,1,3,1,1,0,1,0,1,1,0,1,-1,0,0,1,1,1,Hello World!
42.Red 3,Amanah Obaji ,42,r3,1056,1,0,3,2,1,1,0,1,1,1,1,0,1,1,1,4,-1,1,1,0,0,Hello World!
43.Blue 1,Nathan DeVito ,43,b1,378,1,-1,3,1,3,2,0,1,1,0,1,1,0,0,0,3,-1,0,1,1,1,Hello World!
43.Blue 2,Matthew Mazzota ,43,b2,1507,0,0,3,2,1,1,0,0,1,0,0,1,1,1,0,2,0,1,1,1,0,Hello World!
43.Blue 3,Runa Hunt ,43,b3,10223,1,0,1,1,1,4,1,1,0,1,1,0,1,1,1,2,0,1,0,0,0,Hello World!
43.Red 1,Connor Rapp ,43,r1,6868,1,1,3,3,1,2,1,1,1,0,0,0,0,1,1,4,1,1,0,1,1,Hello World!
43.Red 2,Nathan DeVito ,43,r2,5528,0,1,2,1,1,2,1,1,1,0,0,0,0,1,0,-1,-1,0,1,1,0,Hello World!
43.Red 3,Caitlin Munier ,43,r3,432,0,1,4,3,1,5,1,1,0,0,0,1,0,0,0,2,1,1,0,0,1,Hello World!
44.Blue 1,Madison DeCicca ,44,b1,3173,0,1,2,2,3,3,0,1,0,1,1,0,0,0,1,4,-1,1,1,0,0,Hello World!
44.Blue 2,Domenic Giammusso ,44,b2,3181,0,1,3,3,3,3,1,0,0,0,1,1,1,1,0,-1,-1,0,0,0,1,Hello World!
44.Blue 3,Madison DeCicca ,44,b3,325,0,0,4,2,2,1,1,1,1,0,0,1,1,0,0,2,-1,1,0,1,0,Hello World!
44.Red 1,Kai  Wilbur ,44,r1,1518,0,-1,2,1,2,1,1,0,1,0,1,1,1,0,0,-1,1,1,0,1,1,Hello World!
44.Red 2,Kai  Wilbur ,44,r2,6947,1,0,5,1,1,5,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,Hello World!
44.Red 3,Tyler Hignett ,44,r3,694,1,1,3,1,1,5,0,0,1,1,0,0,0,1,1,3,-1,1,0,0,1,Hello World!
45.Blue 1,Celton Norter ,45,b1,4930,0,0,3,2,2,1,1,0,1,0,0,0,0,0,0,3,0,1,1,0,0,Hello World!
45.Blue 2,Kai  Wilbur ,45,b2,1591,1,-1,3,1,3,3,0,1,1,1,1,1,1,0,1,3,0,0,1,1,1,Hello World!
45.Blue 3,Mason Silva ,45,b3,7903,0,0,4,1,3,4,1,1,1,1,1,0,1,1,1,2,-1,1,1,1,0,Hello World!
45.Red 1,Jonah Woika ,45,r1,1126,0,0,3,1,2,3,0,1,1,1,1,0,1,1,0,4,-1,1,0,0,1,Hello World!
45.Red 2,Amanah Obaji ,45,r2,3799,1,1,1,2,1,1,0,0,1,1,0,0,1,1,1,4,1,0,1,1,0,Hello World!
45.Red 3,Kai  Wilbur ,45,r3,810,1,0,2,2,1,3,1,1,1,0,0,0,1,0,0,3,-1,1,1,1,0,Hello World!
46.Blue 1,Domenic Giammusso ,46,b1,639,1,0,4,3,2,4,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,Hello World!
46.Blue 2,Mason Silva ,46,b2,353,1,1,4,1,1,5,1,1,1,1,1,1,0,1,0,3,1,1,1,1,1,Hello World!
46.Blue 3,Domenic Giammusso ,46,b3,3003,1,1,1,2,3,4,0,0,1,1,1,0,1,0,0,2,-1,1,0,1,0,Hello World!
46.Red 1,Runa Hunt ,46,r1,1405,1,-1,4,3,1,5,0,0,1,1,1,1,0,0,0,1,-1,0,1,1,1,Hello World!
46.Red 2,Andrew Crawford  ,46,r2,8503,1,-1,5,1,1,2,0,1,1,1,0,1,1,0,0,2,-1,1,1,0,1,Hello World!
46.Red 3,Runa Hunt ,46,r3,6423,1,1,4,3,1,2,0,0,0,1,1,1,1,0,1,-1,0,1,0,1,1,Hello World!
47.Blue 1,Arthur Sayre ,47,b1,191,1,-1,4,3,2,2,1,0,1,1,1,0,0,0,0,2,1,1,1,0,1,Hello World!
47.Blue 2,Colby Jackson ,47,b2,1585,1,-1,5,3,2,1,0,0,0,1,0,1,1,0,1,3,0,1,1,0,0,Hello World!
47.Blue 3,Amanah Obaji ,47,b3,3838,0,1,4,3,1,1,0,1,0,0,1,1,0,0,1,4,-1,1,0,1,1,Hello World!
47.Red 1,Ethan Stiffler ,47,r1,4253,0,0,1,2,2,1,0,1,0,1,0,0,1,1,0,4,1,1,1,0,1,Hello World!
47.Red 2,Colby Jackson ,47,r2,4093,0,1,3,1,1,1,1,0,0,1,1,0,0,0,0,-1,0,0,0,1,0,Hello World!
47.Red 3,Ruth Christensen ,47,r3,7030,0,-1,3,1,2,1,0,1,1,1,1,1,1,1,0,4,-1,1,1,0,0,Hello World!
48.Blue 1,Rachel Case ,48,b1,1787,1,-1,4,1,1,4,0,1,1,1,0,0,0,0,1,4,-1,0,1,0,0,Hello World!
48.Blue 2,Dean Blanchard ,48,b2,10922,0,1,1,1,2,2,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,Hello World!
48.Blue 3,Caitlin Munier ,48,b3,48,1,-1,2,2,2,3,1,1,1,0,0,0,1,0,0,3,1,0,0,0,1,Hello World!
48.Red 1,Jonah Woika ,48,r1,144,0,0,5,1,3,2,0,0,1,1,1,0,0,1,1,2,0,0,1,1,1,Hello World!
48.Red 2,Arthur Sayre ,48,r2,20,0,0,1,2,2,3,1,0,1,1,0,1,0,1,1,-1,0,0,0,0,0,Hello World!
48.Red 3,Domenic Giammusso ,48,r3,3044,1,-1,3,2,2,3,1,0,1,1,0,1,1,1,0,2,1,0,0,0,1,Hello World!
49.Blue 1,Ruth Christensen ,49,b1,4458,0,-1,1,3,1,5,1,1,0,0,1,1,0,1,0,2,-1,0,1,1,0,Hello World!
49.Blue 2,Madison DeCicca ,49,b2,5528,1,1,2,1,1,2,0,1,1,1,1,0,0,0,0,4,-1,0,1,0,0,Hello World!
49.Blue 3,Dean Blanchard ,49,b3,1781,0,1,2,1,2,4,0,1,1,1,0,0,1,1,1,3,0,1,1,1,0,Hello World!
49.Red 1,Jonah Woika ,49,r1,5590,1,-1,2,3,3,2,0,0,1,1,0,0,1,1,1,3,-1,1,1,1,1,Hello World!
49.Red 2,Nicholas Munier ,49,r2,6868,0,-1,4,3,1,1,0,1,0,0,1,1,1,0,1,3,-1,1,0,1,1,Hello World!
49.Red 3,Colby Jackson ,49,r3,9767,0,1,2,1,1,5,1,0,1,0,0,0,1,1,0,2,1,0,0,0,0,Hello World!
50.Blue 1,Celton Norter ,50,b1,10223,1,1,2,2,1,4,0,0,0,1,0,0,1,1,0,4,0,0,0,0,1,Hello World!
50.Blue 2,Matthew Mazzota ,50,b2,1518,0,-1,3,1,3,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Hello World!
50.Blue 3,Kai  Wilbur ,50,b3,1450,0,1,2,1,3,5,1,1,0,1,0,0,0,1,0,3,1,0,0,1,0,Hello World!
50.Red 1,Arthur Sayre ,50,r1,6947,1,-1,5,3,3,5,0,1,0,0,1,0,1,0,0,3,-1,0,0,0,0,Hello World!
50.Red 2,Gianmarco D'Angelo  ,50,r2,2228,1,0,2,2,3,4,1,1,0,0,1,0,0,0,0,4,1,0,0,1,1,Hello World!
50.Red 3,Dean Blanchard ,50,r3,1559,1,-1,5,2,1,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,Hello World!
51.Blue 1,Gianmarco D'Angelo  ,51,b1,1126,0,-1,2,3,2,4,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,Hello World!
51.Blue 2,Mason Silva ,51,b2,1056,1,-1,1,3,1,2,0,1,1,1,1,1,0,1,0,1,-1,0,1,1,0,Hello World!
51.Blue 3,Eli Harrison ,51,b3,271,0,0,4,3,1,2,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,Hello World!
51.Red 1,Gianmarco D'Angelo  ,51,r1,3015,1,1,2,3,2,1,1,0,1,1,1,1,1,0,0,-1,-1,1,0,1,1,Hello World!
51.Red 2,Caitlin Munier ,51,r2,3181,1,-1,5,1,1,3,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,Hello World!
51.Red 3,Caitlin Munier ,51,r3,1507,0,-1,1,3,2,3,0,1,0,1,0,0,1,1,0,4,-1,0,0,0,1,Hello World!
52.Blue 1,Autumn Schoenfeld ,52,b1,1468,0,1,5,3,1,1,0,0,0,0,1,0,0,1,0,3,-1,0,1,1,0,Hello World!
52.Blue 2,Mason Silva ,52,b2,9016,1,1,2,3,3,1,1,1,1,1,1,0,1,1,0,-1,0,0,0,1,1,Hello World!
52.Blue 3,Jonah Woika ,52,b3,1405,0,1,4,2,2,4,1,0,0,0,1,0,1,1,0,1,-1,0,1,0,0,Hello World!
52.Red 1,Dean Blanchard ,52,r1,4930,1,1,4,2,1,1,1,0,0,1,1,1,1,1,0,3,0,1,0,0,1,Hello World!
52.Red 2,Eli Harrison ,52,r2,694,0,0,3,2,1,5,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,Hello World!
52.Red 3,Tyler Hignett ,52,r3,1511,0,-1,2,3,1,4,1,1,0,1,1,0,1,1,1,-1,-1,0,1,1,1,Hello World!
53.Blue 1,Madison DeCicca ,53,b1,1591,1,-1,1,3,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,Hello World!
53.Blue 2,Eli Harrison ,53,b2,2340,1,-1,2,1,3,5,0,0,1,1,0,1,1,0,0,-1,1,1,0,0,1,Hello World!
53.Blue 3,Domenic Giammusso ,53,b3,353,1,-1,1,2,2,2,0,1,0,0,0,1,1,0,1,4,-1,0,1,0,1,Hello World!
53.Red 1,Arthur Sayre ,53,r1,7903,0,1,5,3,2,5,1,0,0,0,0,0,1,0,0,4,1,1,0,0,1,Hello World!
53.Red 2,Amanah Obaji ,53,r2,564,1,-1,4,3,1,4,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,Hello World!
53.Red 3,Matthew Mazzota ,53,r3,3951,1,0,5,2,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,Hello World!
54.Blue 1,Domenic Giammusso ,54,b1,8503,1,0,1,3,2,5,0,1,1,0,0,0,1,0,1,-1,-1,1,1,0,0,Hello World!
54.Blue 2,Caitlin Munier ,54,b2,810,0,0,2,1,3,5,0,1,1,0,0,1,0,0,0,1,-1,0,1,1,1,Hello World!
54.Blue 3,Runa Hunt ,54,b3,3173,0,0,3,2,1,2,1,1,1,0,0,1,0,1,1,3,1,0,1,0,1,Hello World!
54.Red 1,Nicholas Munier ,54,r1,6423,0,1,4,2,2,2,1,1,0,1,1,1,1,0,0,4,0,1,1,1,1,Hello World!
54.Red 2,Amanah Obaji ,54,r2,340,0,-1,2,3,2,4,1,1,1,1,1,0,0,0,0,3,-1,1,1,0,0,Hello World!
54.Red 3,Eli Harrison ,54,r3,432,1,0,1,1,3,3,0,1,0,0,0,1,0,0,1,2,-1,0,0,0,1,Hello World!
55.Blue 1,Jonah Woika ,55,b1,578,1,-1,5,2,2,4,0,1,1,0,0,1,0,0,1,-1,0,0,1,0,0,Hello World!
55.Blue 2,Connor Rapp ,55,b2,378,0,-1,3,1,1,2,0,0,1,1,1,1,0,0,0,2,-1,1,1,1,0,Hello World!
55.Blue 3,Connor Rapp ,55,b3,639,0,-1,5,1,1,2,1,1,0,0,1,0,0,0,0,3,1,0,1,1,1,Hello World!
55.Red 1,Carter Silva ,55,r1,325,1,-1,1,1,2,3,0,0,0,1,0,1,0,1,0,4,1,1,1,0,0,Hello World!
55.Red 2,Nathan DeVito ,55,r2,424,1,1,5,2,1,1,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,Hello World!
55.Red 3,Tetra Ukav ,55,r3,3799,1,1,3,3,3,3,1,0,1,0,0,0,1,1,0,2,-1,1,1,0,1,Hello World!
56.Blue 1,Autumn Schoenfeld ,56,b1,5528,1,0,5,2,1,2,1,1,0,1,0,0,1,0,1,4,-1,1,0,1,1,Hello World!
56.Blue 2,Runa Hunt ,56,b2,1518,1,-1,1,1,1,3,1,0,0,0,0,1,1,1,1,3,-1,0,1,0,0,Hello World!
56.Blue 3,Gianmarco D'Angelo  ,56,b3,1559,0,0,3,2,2,5,0,1,0,1,1,1,0,1,0,-1,0,0,0,1,1,Hello World!
56.Red 1,Kai  Wilbur ,56,r1,2228,1,0,5,1,3,1,1,1,1,0,1,0,0,1,0,-1,0,0,0,0,0,Hello World!
56.Red 2,Domenic Giammusso ,56,r2,3838,1,1,2,2,1,1,0,1,0,0,1,1,0,1,0,3,1,0,0,1,0,Hello World!
56.Red 3,Matthew Mazzota ,56,r3,3003,0,0,2,3,1,2,1,1,1,0,0,0,1,0,0,2,1,0,0,1,1,Hello World!
57.Blue 1,Nicholas Munier ,57,b1,7030,0,-1,3,2,2,5,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,Hello World!
57.Blue 2,Tyler Hignett ,57,b2,271,0,1,1,2,3,3,0,1,1,0,0,0,0,1,0,4,0,0,0,0,1,Hello World!
57.Blue 3,Celton Norter ,57,b3,1450,0,0,4,3,2,3,1,1,0,1,0,1,1,1,0,4,0,0,1,1,1,Hello World!
57.Red 1,Nicholas Munier ,57,r1,10223,0,1,1,3,3,1,1,1,0,1,1,0,1,0,0,-1,-1,1,1,1,1,Hello World!
57.Red 2,Tetra Ukav ,57,r2,5590,1,1,2,3,1,4,1,1,1,0,0,0,0,1,1,3,1,1,1,1,1,Hello World!
57.Red 3,Domenic Giammusso ,57,r3,1787,0,-1,5,3,1,4,1,1,0,0,1,1,0,1,0,2,-1,0,1,0,0,Hello World!
58.Blue 1,Connor Rapp ,58,b1,10922,1,-1,4,3,1,4,0,0,0,1,1,0,1,1,1,4,-1,0,1,1,1,Hello World!
58.Blue 2,Nathan DeVito ,58,b2,4458,0,0,2,3,1,5,0,0,0,1,1,0,1,1,0,-1,1,1,1,0,1,Hello World!
58.Blue 3,Rachel Case ,58,b3,6947,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,4,-1,0,1,0,1,Hello World!
58.Red 1,Jonah Woika ,58,r1,694,0,1,3,1,1,3,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,Hello World!
58.Red 2,Rachel Case ,58,r2,191,0,0,3,3,2,4,1,0,1,0,0,1,0,1,0,-1,0,0,0,0,1,Hello World!
58.Red 3,Runa Hunt ,58,r3,1126,0,1,4,1,2,4,1,0,0,0,0,1,1,1,0,4,0,1,0,1,1,Hello World!
59.Blue 1,Nicholas Munier ,59,b1,20,1,0,1,2,3,3,0,1,1,0,1,0,1,0,1,2,-1,1,0,0,1,Hello World!
59.Blue 2,Ruth Christensen ,59,b2,7903,0,0,1,3,2,5,0,0,1,1,0,0,1,0,0,3,1,0,1,1,0,Hello World!
59.Blue 3,Tetra Ukav ,59,b3,1511,0,0,3,1,2,4,0,1,1,0,1,1,0,0,1,3,-1,1,0,1,1,Hello World!
59.Red 1,Andrew Crawford  ,59,r1,1507,0,-1,1,3,2,4,1,0,1,0,0,0,1,0,0,3,1,1,0,0,0,Hello World!
59.Red 2,Celton Norter ,59,r2,1591,1,0,4,3,2,4,1,0,1,1,1,0,0,0,1,4,-1,0,1,0,0,Hello World!
59.Red 3,Celton Norter ,59,r3,1585,0,-1,5,2,3,1,1,0,0,1,0,0,1,0,1,-1,1,0,0,1,1,Hello World!
60.Blue 1,Arthur Sayre ,60,b1,340,1,0,1,1,1,2,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,Hello World!
60.Blue 2,Domenic Giammusso ,60,b2,9767,0,1,2,3,1,5,1,0,1,1,1,1,0,1,1,2,0,1,1,1,0,Hello World!
60.Blue 3,Jonah Woika ,60,b3,4930,1,0,2,3,3,5,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,Hello World!
60.Red 1,Matthew Mazzota ,60,r1,3015,0,1,2,2,2,2,1,1,0,0,1,0,0,0,1,3,1,1,0,0,0,Hello World!
60.Red 2,Nathan DeVito ,60,r2,48,0,1,5,1,3,5,0,0,1,0,0,0,1,0,0,-1,1,1,0,0,1,Hello World!
60.Red 3,Colby Jackson ,60,r3,4253,0,1,2,1,1,2,0,1,0,1,0,0,1,0,1,2,0,0,1,1,1,Hello World!
61.Blue 1,Matthew Mazzota ,61,b1,3799,0,1,1,1,2,5,1,1,1,0,0,0,0,1,0,4,1,0,0,1,0,Hello World!
61.Blue 2,Matthew Mazzota ,61,b2,432,1,0,5,2,1,4,1,0,0,1,0,1,1,1,1,2,-1,1,1,1,1,Hello World!
61.Blue 3,Eli Harrison ,61,b3,3951,0,-1,2,1,2,4,0,1,0,1,0,0,1,1,1,-1,0,1,1,0,1,Hello World!
61.Red 1,Colby Jackson ,61,r1,6423,0,0,3,2,3,4,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,Hello World!
61.Red 2,Ruth Christensen ,61,r2,1781,1,0,2,1,2,4,0,0,1,1,0,1,0,1,0,2,1,1,1,1,1,Hello World!
61.Red 3,Connor Rapp ,61,r3,424,0,0,4,1,3,3,0,1,0,1,1,0,0,1,0,3,0,0,0,1,1,Hello World!
62.Blue 1,Ruth Christensen ,62,b1,353,1,0,3,2,1,5,0,0,1,0,0,0,1,0,0,-1,0,1,0,0,1,Hello World!
62.Blue 2,Arthur Sayre ,62,b2,9016,1,0,2,2,3,5,0,0,0,1,1,1,0,0,0,-1,0,1,0,0,0,Hello World!
